name,city,state,country,workerCount,womenPercentage,engagementProgram,x,y
Unichela (Pvt) Ltd - Habaraduwa ,Habaraduwa,Southern Province,Sri Lanka,1001+,76-100%,NA,80.308,5.994
GNP Apparels Private Limited,Jaipur,Rajasthan,India,101-500,0-25%,NA,75.82,26.916
Brandix Apparel Solutions Ltd - Lingerie,Nittabuwa,Western Province,Sri Lanka,1001+,76-100%,NA,80.094,7.143
Nirlep Appliances Pvt. Ltd.,Aurangabad,Maharashtra,India,101-500,0-25%,NA,75.328,19.874
"Sandisk Semiconductor (Shanghai) Co., Ltd.",Shanghai,Shanghai,China,1001+,51-75%,NA,121.489,31.225
Trela Tex ,Agra,Uttar Pradesh,India,0-100,51-75%,NA,78.01,27.175
"Zhejiang Crystal-Optech Co., Ltd.",Taizhou,Zhejiang,China,1001+,26-50%,NA,121.416,28.658
TTK Prestige Limited Hosur,Hosur,Tamil Nadu,India,101-500,0-25%,NA,77.831,12.733
"Zhongshan City Ling Jie Electrical Appliance Co., Ltd.",Zhongshan,Guangdong,China,0-100,26-50%,NA,113.366,22.521
Yantai Pacific Home Fashion Fushan Mill,Yantai,Shandong,China,101-500,76-100%,NA,121.238,37.519
Unichela (Pvt) Ltd - Casualline Division,Mawathagama,North Western Province,Sri Lanka,1001+,76-100%,NA,80.446,7.433
"HM Richards, Inc.",Guntown,Mississippi,United States,501-1000,26-50%,NA,-88.66,34.443
Rothley Lodge,Loughborough,England,United Kingdom,101-500,0-25%,NA,-1.208,52.772
"Quanzhou Daxing Knitted Garment Co., Ltd",Quanzhou,Fujian,China,101-500,51-75%,NA,118.585,24.904
Hynix Semiconductor Inc. - Gyeonggi-do,Icheon-si ,Gyeonggi-do,South Korea,1001+,,NA,127.484,37.25
"Edgewell Personal Care Knoxville, USA",Knoxville,Tennessee,United States,101-500,0-25%,NA,-83.921,35.96
Warmex Appliances,Sonipat,Haryana,India,0-100,0-25%,NA,76.932,29.053
"Wenzhou Wantai Shoes Incorporated Co., Ltd",Wenzhou,Zhejiang,China,101-500,51-75%,NA,120.692,27.996
Foot On Shoes,Agra,Uttar Pradesh,India,101-500,0-25%,NA,78.01,27.175
MPS International Ltd. (Sichuan),Chengdu,Sichuan,China,101-500,0-25%,NA,104.063,30.662
"Great Global International Co., Ltd.",Gia Vân,Ninh Bình,Vietnam,1001+,76-100%,"Better Work, HERhealth",105.881,20.355
"Jiangsu Runli Garment Co., Ltd",Xuzhou,Jiangsu,China,101-500,76-100%,NA,117.181,34.267
"Ningbo Sinostar Electric Appliance Co., Ltd",Yuyao,Zhejiang,China,0-100,51-75%,NA,121.15,30.039
Floraware India Pvt. Ltd.,Rajkot,Gujarat,India,0-100,0-25%,NA,70.802,22.305
Trisis Ventures,Baddi,Himachal Pradesh,India,101-500,51-75%,NA,76.766,30.981
"Shuyang Guoyun Garment Co., Ltd",Suqian,Jiangsu,China,501-1000,51-75%,NA,118.295,33.956
TTP Apparel Inc,South El Monte,California,United States,0-100,51-75%,NA,-118.047,34.052
M/S Sporting Syndicate Pvt. Ltd.,Jalandhar,Punjab,India,101-500,26-50%,NA,75.577,31.332
Schick (Guangzhou) Company Limited,Guangzhou,Guangdong,China,501-1000,76-100%,NA,113.259,23.13
"Largan Precision Co., Ltd.",Taichung City,Taichung,Taiwan,1001+,51-75%,NA,120.605,24.147
Personna International CZ S.R.O,Krupka,Ústí nad Labem,Czech Republic,501-1000,51-75%,NA,13.878,50.661
"Zhejiang Mingjiang Shoes Co., Ltd",Wenzhou,Zhejiang,China,501-1000,51-75%,NA,120.692,27.996
First Quality Baby Products ,Macon,Georgia,United States,0-100,51-75%,NA,-83.632,32.841
Halos Creations Pvt Ltd,Ghaziabad,Uttar Pradesh,India,0-100,0-25%,NA,77.445,28.711
Kuber Industries,Jaipur,Rajasthan,India,0-100,0-25%,NA,75.82,26.916
Huizhou D&S Cable Co Ltd,Huizhou,Guangdong,China,501-1000,26-50%,NA,114.414,23.106
"Jiangsu Grelide Pure Water Technology Co., Ltd. ",Huai’an,Jiangsu,China,101-500,51-75%,NA,119.021,33.59
Clifton Textile & Apparels Limited,Chittagong,Chittagong,Bangladesh,1001+,51-75%,"Better Work, HERfinance ",91.812,22.39
Hangzhou Kaite Electrical Appliance Co. Ltd.,Hangzhou,Zhejiang,China,101-500,26-50%,NA,119.275,29.476
"Qingdao Mitsumi Electronics Co., Ltd  (CQE)",Qingdao,Shandong,China,1001+,51-75%,NA,120.379,36.063
"Zhejiang Syndia Knitting Co., Ltd",Yiwu,Zhejiang,China,0-100,51-75%,NA,120.07,29.306
"Dongguan Maxron Internet of Things Technology Co., Ltd",Dongguan,Guangdong,China,0-100,26-50%,NA,113.747,23.044
Ameriwood Home,Tiffin,Ohio,United States,101-500,26-50%,NA,-83.178,41.114
"Zhejiang Winight Knitting Co., Ltd",Jiaxing,Zhejiang,China,101-500,76-100%,NA,120.783,30.651
Shui Yat A (Cambodia) Co Ltd,Chbar Mon,Kampong Speu,Cambodia,501-1000,76-100%,NA,104.486,11.488
"Foshan Field Smart Lighting Co., Ltd",Foshan,Guangdong,China,501-1000,26-50%,NA,113.115,23.025
Mars Petcare,Clinton,Oklahoma,United States,0-100,26-50%,NA,-98.967,35.516
Jaipur Crafts Pvt. Ltd. ,Jaipur,Rajasthan,India,501-1000,0-25%,NA,75.82,26.916
"Showa Shiko Co., Ltd",Kanonji,Kagawa,Japan,0-100,51-75%,NA,133.663,34.128
"Seoul Semiconductor Co., Ltd.",Danwon-gu,Gyeonggi-do,South Korea,101-500,26-50%,NA,126.789,37.318
"Xiamen Evere Sports Goods Co., Ltd",Xiamen,Fujian,China,501-1000,0-25%,NA,118.075,24.459
Jiangxi Lian Chuang Hong Sheng Electronics Company Ltd.,Nanchang,Jiangxi,China,101-500,51-75%,NA,115.889,28.679
"Quanzhou Hengkai Bags Co., Ltd.",Quanzhou,Fujian,China,1001+,26-50%,NA,118.585,24.904
Maxim Integrated Products (Cavite),General Trias,Cavite,Philippines,1001+,0-25%,NA,120.794,14.184
"Shenzhen Microgate Technology Co., Ltd",Shenzhen,Guangdong,China,0-100,26-50%,NA,114.055,22.545
"Nihon Dempa Kogyo Co., Ltd.  ",Hakodate,Hokkaido,Japan,1001+,26-50%,NA,140.788,41.833
Packaging Corporation of America (Atlanta),Lithonia,Georgia,United States,101-500,0-25%,NA,-84.105,33.712
Innolux Corp,Jhu-nan,Miaoli County,Taiwan,1001+,26-50%,NA,120.825,24.562
"Panasonic Industrial Devices (Qingdao) Co., Ltd.",Qingdao,Shandong,China,1001+,51-75%,NA,120.332,36.084
"Zhejiang Vold Auto Accessories Co., Ltd",Taizhou,Zhejiang,China,0-100,51-75%,NA,121.416,28.658
Bogart Lingerie (Shenzhen) Ltd.,Shenzhen,Guangdong,China,1001+,51-75%,NA,114.055,22.545
Vogue Tex (Pvt) Ltd - Weligama,Weligama,Southern Province,Sri Lanka,1001+,51-75%,NA,80.463,6.012
Yantai Hao´s Pet Food Tech Co. Ltd.,Yantai,Shandong,China,101-500,51-75%,NA,120.781,37.205
Mirza International Ltd ,Greater Noida,Uttar Pradesh,India,501-1000,0-25%,NA,77.514,28.467
Ayan Exports,Agra,Uttar Pradesh,India,0-100,0-25%,NA,78.01,27.175
Varahamurti Flexirub Industries Pvt. Ltd.,Haridwar,Uttarakhand,India,0-100,0-25%,NA,78.06,29.957
Sigma Enterprises,Vasai,Maharashtra,India,0-100,26-50%,NA,72.872,19.43
"Kunshan Yuanchen Electronic Material Co,Ltd",Kunshan,Jiangsu,China,101-500,26-50%,NA,120.976,31.387
Shivanand Industries,Nashik,Maharashtra,India,0-100,26-50%,NA,73.711,19.996
M/S Everest Tannery Pvt.Ltd. ,Unnao,Uttar Pradesh,India,101-500,0-25%,NA,80.5,26.5
"Marian (Suzhou) Co., Ltd.",Suzhou,Jiangsu,China,101-500,76-100%,NA,120.734,31.403
Vanson Electronics (China) Factory,Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
"Inno-Sports Co., Ltd",Xiamen,Fujian,China,101-500,51-75%,NA,118.075,24.459
"Guangdong Esquel Textiles Co., Ltd.",Foshan,Guangdong,China,1001+,76-100%,NA,113.115,23.025
Sundelight Infant Products Ltd.,Guangzhou,Guangdong,China,101-500,51-75%,NA,113.259,23.13
Hansong (Nanjing) Technology Ltd.,Nanjing,Jiangsu,China,501-1000,51-75%,NA,118.872,31.733
Osram Opto Semiconductors (Malaysia) Sdn.Bhd.,Bayan Lepas,Penang,Malaysia,1001+,51-75%,NA,100.333,5.416
"Ningbo Top Garment Co., Ltd",Ningbo,Zhejiang,China,101-500,51-75%,NA,121.62,29.862
Pearl,Noida,Uttar Pradesh,India,101-500,0-25%,NA,77.355,28.573
"Hangzhou Kuka Chairs Co., Ltd.",Hangzhou,Zhejiang,China,501-1000,26-50%,NA,120.205,30.249
Scarlet Knitwears Ltd.,Fatullah,Narayangong,Bangladesh,1001+,51-75%,NA,90.481,23.626
"MFS Technology Co., Ltd.",Changsha,Hunan,China,501-1000,51-75%,NA,112.971,28.198
"Dalian Iris Home Products Co., Ltd.",Dalian,Liaoning,China,1001+,26-50%,NA,121.628,38.918
Dongguan Kaide Electric Co Lts.,Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Edgewell Ormond Beach,Ormond Beach,Florida,United States,101-500,26-50%,NA,-81.056,29.285
"Dongguan Huabel Electronic Technology Co.,LTD",Dongguan,Guangdong,China,1001+,26-50%,NA,113.747,23.044
Tangerine Design Private Limited,Gurgaon,Harayana,India,501-1000,0-25%,NA,77.026,28.46
Milat Carpet Industry and Trade Co.,Gaziantep,Gaziantep Province,Turkey,101-500,0-25%,NA,37.344,37.188
"Vi-Jon, Inc (Mt. Juliet)",Mt. Juliet,Tennessee,United States,0-100,26-50%,NA,-86.519,36.2
"Fruit Of The Earth, Inc. - Fort Worth",Fort Worth,Texas,United States,101-500,26-50%,NA,-97.333,32.753
Guangxi Beiliu Yujie Porcelain Ltd,Beiliu,Guangxi,China,101-500,51-75%,NA,110.531,22.443
"Ningbo Jiana Dress Co., Ltd",Ningbo,Zhejiang,China,101-500,76-100%,NA,121.62,29.862
"Flextronics International, Ltd. (Zhuhai, China)",Zhuhai,Guangdong,China,101-500,51-75%,NA,113.931,21.975
Chemisphere ,St. Louis,Missouri,United States,0-100,0-25%,NA,-90.199,38.627
Saturn Textiles Ltd. (Woven Division),Tongi,Gazipur,Bangladesh,1001+,51-75%,Better Work,90.38,23.979
"Vi-Jon, Inc (St. Charles)",St. Charles,Missouri,United States,0-100,26-50%,NA,-90.52,38.795
"Nexperia (China) Co., Ltd.",Dongguan,Guangdong,China,1001+,26-50%,NA,113.747,23.044
"Coda Resources Ltd., Heze China",Heze,Shandong,China,501-1000,51-75%,NA,115.446,35.248
"Jiangyin Shi Jindun Knitting Apparel Co., Ltd",Jiangyin,Jiangsu,China,101-500,51-75%,NA,120.263,31.909
SCA Hygiene Products GmbH ,Neuss,North Rhine-Westphalia,Germany,101-500,0-25%,NA,6.692,51.198
Canvas Clothing,Ludhiana,Punjab,India,101-500,0-25%,NA,75.852,30.909
"Gesilight Electrical Industry Co., Ltd",Foshan,Guangdong,China,0-100,51-75%,NA,113.115,23.025
Vin Corporation,Dehradun,Uttarakhand,India,0-100,0-25%,NA,78.106,30.383
"Dongguan City General Success Industrial Co., Ltd",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
"Pujiang Kangjia Handicraft Co., Ltd",Jinhua,Zhejiang,China,101-500,51-75%,NA,119.887,29.456
"Yingkou Double Yong Shoes Co., Ltd ",Yingkou,Liaoning,China,0-100,26-50%,NA,122.236,40.675
"Tianjin Yiyi Hygiene Products Co, Ltd.",Tianjin,Tianjin,China,101-500,26-50%,NA,117.048,39.073
Beacon Impex (Pvt) Limited,Faisalabad,Punjab,Pakistan,1001+,0-25%,NA,73.11,31.41
"Zhuhai Founder Tech.Hi-Density Electronic Co.,Ltd.",Zhuhai,Guangdong,China,101-500,26-50%,NA,113.931,21.975
InvenSense (Taiwan),Hsin-Chu,Hsin-Chu,Taiwan,0-100,51-75%,NA,121.007,24.782
Multi-Fineline Electronix Inc.,Suzhou,Jiangsu,China,1001+,26-50%,NA,120.734,31.403
"Yiwu Warhorse Garment Co., Ltd",Yiwu,Zhejiang,China,0-100,26-50%,NA,120.125,29.455
"Alpha Networks (Dongguan) Co.,Ltd",Dongguan,Guangdong,China,501-1000,26-50%,NA,113.747,23.044
"Reynolds Presto, Lewiston ",Lewiston,Utah,United States,101-500,26-50%,NA,-111.856,41.976
"Wenzhou Zhongzhi Leather Co., Ltd",Wenzhou,Zhejiang,China,0-100,51-75%,NA,120.692,27.996
Unichela (Pvt) Ltd - Biyagama Division,Biyagama,Western Province,Sri Lanka,1001+,76-100%,NA,80.008,6.958
Jet Power International Limited,Dongguan,Guangdong,China,0-100,26-50%,NA,113.747,23.044
"Pulse(Suzhou) Wireless products Co.,Ltd",Suzhou,Jiangsu,China,101-500,51-75%,NA,120.734,31.403
Industrias Del Interior S. De R.L. De C.V (Dos Mill),Rincón de Romos,Aguascalientes,Mexico,501-1000,0-25%,NA,-102.324,22.243
"The Sun Products Corporation, A Henkel Company",Salt Lake City,Utah,United States,101-500,26-50%,NA,-111.89,40.767
"Xinyi Kaixinfeng Garment Co., Ltd",Xinyi,Jiangsu,China,0-100,76-100%,NA,118.522,34.315
"Guangdong Homezest Tech. Co., Ltd",Foshan,Guangdong,China,501-1000,51-75%,NA,113.115,23.025
Crafts,Tirupur,Tamil Nadu,India,0-100,0-25%,NA,77.347,11.167
"Ability Opto-Electronics Technology Co., Ltd.",Taichung City,Taichung,Taiwan,101-500,51-75%,NA,120.682,24.152
Luxshare-ICT (Vietnam) Limited ,Bích Động,Bắc Giang,Vietnam,1001+,76-100%,NA,106.089,21.27
"Colltex Garment Mfy Co., Ltd (Vietnam)",An Tịnh,Tây Ninh,Vietnam,1001+,76-100%,Better Work,106.373,11.027
"Shenzhen Longgang YUTO Packaging Technology Co.,LTD",Shenzhen,Guangdong,China,1001+,26-50%,NA,114.055,22.545
PT. Galangcitramitra Majumapan (Gatra Mapan),Malang,East Java,Indonesia,501-1000,0-25%,NA,112.722,-7.954
PT. Daehan Global,Sukabumi,West Java,Indonesia,1001+,76-100%,Better Work,106.929,-6.925
Hung Vu Garment Joint Stock Company,Ân Thi,Hưng Yên,Vietnam,101-500,51-75%,NA,106.096,20.813
"Eyang Technology Development Co., Ltd.",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
"Xingtai Sanxia Cast Iron Co., Ltd",Xingtai,Hebei,China,1001+,26-50%,NA,114.57,37.038
Union Apparel Pvt Ltd ,Avissawella,Western Province,Sri Lanka,101-500,51-75%,NA,80.213,6.952
"E Ink Corporation (Massachusetts, USA)",South Hadley,Massachusetts,United States,1001+,26-50%,NA,-72.575,42.258
Silver Spark Apparel Ltd ,Chikkaballapur,Karnataka,India,1001+,76-100%,NA,77.731,13.435
Ningbo Fancier Photographic Equipment Co Ltd,Ningbo,Zhejiang,China,101-500,51-75%,NA,121.62,29.862
"GuangZhou Meadville Electronics Co., Ltd.",Guangzhou,Guangdong,China,1001+,26-50%,NA,113.259,23.13
"Zhejiang Tuozhen Medical Technology Co., Ltd",Yiwu,Zhejiang,China,0-100,51-75%,NA,120.07,29.306
"Nihon Dempa Kogyo Co., Ltd. (Miyagi)",Osaki,Miyagi,Japan,101-500,26-50%,NA,140.955,38.577
International Stationery Company Limited (Vietnam),Hải Phòng,Hải Phòng,Vietnam,101-500,26-50%,NA,106.495,20.697
Ventura Ltd.,Chittagong,Chittagong,Bangladesh,1001+,51-75%,NA,91.792,22.276
Tops Products Osage,Osage,Iowa,United States,0-100,26-50%,NA,-92.811,43.284
"Newflex Technology Co., Ltd.",Danwon-gu,Gyeonggi-do,South Korea,101-500,26-50%,NA,126.897,37.308
Sumitomo Electric interconnect Products Ltd,Shenzhen,Guangdong,China,1001+,51-75%,NA,114.055,22.545
"Fugang Electric (Kunshan) Co., Ltd.",Kunshan,Jiangsu,China,101-500,26-50%,NA,120.976,31.387
Kay Tex Exporters ,Noida,Uttar Pradesh,India,0-100,0-25%,NA,77.355,28.573
"Haian Lianfa Garments Co., Ltd",Nantong,Jiangsu,China,501-1000,76-100%,NA,120.89,31.983
D.R. Exports (Pvt) Ltd. ,Kurunegala,North Western Province,Sri Lanka,101-500,0-25%,NA,80.024,7.328
Knit King Apparels,Tirupur,Tamil Nadu,India,101-500,0-25%,NA,77.347,11.167
Hyosung Corporation,Asan City,Kyungki-do,South Korea,101-500,51-75%,NA,126.8,37.309
The Smead Manufacturing Company ,Cedar City,Utah,United States,101-500,51-75%,NA,-113.062,37.677
Foshan Innolux Optoelectronics Ltd.,Foshan  ,Guangdong,China,501-1000,76-100%,NA,113.115,23.025
Southern Motion  ,Pontotoc,Mississippi,United States,101-500,26-50%,NA,-89.038,34.211
Brett Martin,Belfast,Northern Ireland,United Kingdom,101-500,0-25%,NA,-5.93,54.596
"Zhongshan Guochong Lighting Co., Ltd.",Zhongshan,Guangdong,China,0-100,51-75%,NA,113.366,22.521
Loomtex Exports,Karur,Tamil Nadu,India,101-500,51-75%,NA,78.078,10.96
PT. Argo Manunggal Triasta,Salatiga,Central Java,Indonesia,501-1000,76-100%,NA,110.51,-7.339
"Zhejiang Gangzida Industry & Trading Co., Ltd.",Jinhua,Zhejiang,China,101-500,26-50%,NA,121.416,28.658
Food Science,Williston,Vermont,United States,0-100,51-75%,NA,-73.069,44.437
Alps Industries,Ghaziabad,Uttar Pradesh,India,101-500,0-25%,NA,77.445,28.711
IVC Brunel Healthcare,Swadlincote,England,United Kingdom,101-500,26-50%,NA,-1.57,52.774
"Scud (Fujian) Electronics Co., Ltd",Fuzhou,Fujian,China,1001+,26-50%,NA,119.292,26.077
Genlabs,Chino,California,United States,0-100,0-25%,NA,-117.69,34.013
"Zhejiang Zhengda Shumeijia Industry & Trading Co., Ltd",Yiwu,Zhejiang,China,0-100,26-50%,NA,120.07,29.306
Sri Mahaveer Garment Ind,Kagal,Maharashtra,India,101-500,76-100%,NA,74.228,16.448
Tianjin Qby Furnituer Co.Ltd,Tianjin,Tianjin,China,101-500,26-50%,NA,117.018,39.481
"Bazhou U-Like Furniture Co., Ltd.",Bazhou,Hebei,China,101-500,51-75%,NA,116.604,39.078
Man Sports Industries,Shenzhen,Guangdong,China,101-500,51-75%,NA,114.055,22.545
Jawandsons  ,Ludhiana,Punjab,India,501-1000,0-25%,NA,75.852,30.909
Premsons Plastics P Ltd,Mumbai,Maharashtra,India,0-100,26-50%,NA,72.835,18.939
Thieu Do Co. Ltd,Thiệu Đô,Thanh Hóa,Vietnam,1001+,0-25%,NA,105.685,19.87
International Knitwear & Apparels Limited,Gazipur,Dhaka,Bangladesh,1001+,51-75%,NA,90.423,23.998
"Medicare (Kunshan) Nonwoven  Products Co., Ltd",Kunshan,Jiangsu,China,0-100,51-75%,NA,120.976,31.387
Anpers Industries Sdn. Bhd.,Sungai Petani,Kedah,Malaysia,0-100,51-75%,NA,100.495,5.636
Sunrise Facility,Sunrise,Florida,United States,0-100,26-50%,NA,-80.329,26.148
"Shandong Amotech Electronic Co., Ltd",Shandong,Shandong,China,101-500,51-75%,NA,121,37.25
3Q Vina ,Hồ Chí Minh,Hồ Chí Minh City,Vietnam,1001+,76-100%,"Better Work, HERhealth",106.619,10.714
SSIPL Retail Ltd ,Kundli,Haryana,India,1001+,26-50%,NA,77.12,28.87
Integral Memory Plc,London,England,United Kingdom,0-100,51-75%,NA,-0.253,51.553
Xin Xing Great Success Plastic Products Ltd.,Yunfu,Guangdong,China,101-500,51-75%,NA,112.04,22.917
SCAVI Hue Company,Phong Điền,Thừa Thiên-Huế,Vietnam,1001+,76-100%,NA,107.365,16.582
Cutting Edge,Bangalore,Karnataka,India,0-100,26-50%,NA,77.591,12.979
"Plaeya Knitting Industry (Shenzhen) Co., Ltd.",Shenzhen,Guangdong,China,0-100,51-75%,NA,114.055,22.545
"Shenzhen Sunlord Electronics Co., Ltd.",Shenzhen,Guangdong,China,1001+,26-50%,NA,114.055,22.545
"Jabil Circuit, Inc. (San Jose)",San Jose,California,United States,1001+,26-50%,NA,-121.891,37.336
"Suzhou Good-Ark Electronics Co., Ltd.",Suzhou,Jiangsu,China,501-1000,51-75%,NA,120.734,31.403
"Shanghai Amphenol Airwave Communication Electronics Co., Ltd.",Shanghai,Shanghai,China,1001+,76-100%,NA,121.489,31.225
"Wenzhou Jiancheng Shoes Co., Ltd.",Wenzhou,Zhejiang,China,101-500,51-75%,NA,120.692,27.996
"Transcend Optronics (Yangshou) Co., Ltd. ",Yangzhou,Jiangsu,China,501-1000,26-50%,NA,119.437,32.393
Duratex Apparels  ,Mumbai,Maharashtra,India,101-500,26-50%,NA,72.835,18.939
PT. Hesed Indonesia,Semarang,Central Java,Indonesia,501-1000,51-75%,Better Work,110.421,-7.176
Taiyo Yuden (Phillipines),Lapulapu City,Cebu,Philippines,1001+,51-75%,NA,123.981,10.328
Szynaka-Interline Sp. Z O.O.,Nowe Miasto Lub.,NA,Poland,101-500,26-50%,NA,19.604,53.425
Suncast Corporation,Batavia,Illinois,United States,501-1000,26-50%,NA,-88.313,41.85
Excel Ventures  ,Noida,Uttar Pradesh,India,0-100,0-25%,NA,77.355,28.573
Prisma Garments,Erode,Tamilnadu,India,101-500,51-75%,NA,77.728,11.331
"AcBel Electronic (Dongguan) Co., Ltd.",Dongguan,Guangdong,China,101-500,0-25%,NA,113.747,23.044
"Duksung Co., Ltd.",Suwon-Si,Gyeonggi-do,South Korea,101-500,0-25%,NA,127.046,37.25
Louisville Foil Plant,Louisville,Kentucky,United States,501-1000,0-25%,NA,-85.759,38.254
Kapoor Industries Limited,Panipat,Haryana,India,1001+,0-25%,NA,76.977,29.391
Menderes Tekstil San. Ve Tic. As.,Saraykoy ,Denizli Province,Turkey,1001+,26-50%,NA,28.919,37.95
"Macronix International Co., Ltd",Hsin-Chu,Hsin-Chu,Taiwan,101-500,0-25%,NA,114.068,22.546
"Hengdian Group Tospo Lighting Co., Ltd.",Dongyang,Zhejiang,China,101-500,26-50%,NA,120.237,29.291
Savi Exports,Jaipur,Rajasthan,India,0-100,26-50%,NA,75.82,26.916
Hilding Anders Polska Sp. Z O.O.,Murowana Goslina,NA,Poland,501-1000,26-50%,NA,17.023,52.578
"Yageo Electronics (China) Co., Ltd.",Suzhou,Jiangsu,China,1001+,51-75%,HERhealth,120.734,31.403
"Murata Electronics, Inc. (Fukui)",Echizen-shi,Fukui,Japan,1001+,26-50%,NA,136.169,35.903
Vogue Tex (Pvt) Ltd - Nochiyagama,Nochiyagama,North Central Province,Sri Lanka,501-1000,76-100%,NA,80.2,8.259
"Fujian Kingwell Furnitue Co., Ltd",Zhangzhou,Fujian,China,101-500,26-50%,NA,117.409,24.406
"Nice-Pak Products, Inc. (Mooresville)",Mooresville,Indiana,United States,101-500,26-50%,NA,-86.374,39.613
Good Way Electronic (Kunshan) Co. Ltd.,Kunshan,Jiangsu,China,101-500,51-75%,NA,120.976,31.387
Fuding Precision Industry (ZhengZhou) Co.Ltd,Zhengzhou,Henan,China,1001+,51-75%,NA,113.652,34.759
"Jinlong Industrial Co., Ltd.",Jiangmen,Guangdong,China,101-500,51-75%,NA,113.079,22.577
"Sengled Optoelectronics Co., Ltd",Tongxiang,Zhejiang,China,1001+,51-75%,NA,121.416,28.658
Sofidel America - Circleville ,Circleville,Ohio,United States,101-500,0-25%,NA,-82.946,39.601
First Quality Tissue - Anderson,Anderson,South Carolina,United States,501-1000,0-25%,NA,-82.651,34.507
Sofidel France,Frouard,Grand-Est,France,101-500,0-25%,NA,6.136,48.77
Trident Limited (Home Textile Division),Dhaula,Punjab,India,1001+,0-25%,NA,75.46,30.286
Kunal Houseware Pvt. Ltd.,Netali Village,Maharashtra,India,101-500,0-25%,NA,72.888,19.712
"Ningbo Dazhou Electric Appliance Co., Ltd.",Yuyao,Zhejiang,China,0-100,51-75%,NA,121.15,30.039
MYS Environmental Protection &Technology Company,Suzhou,Jiangsu,China,101-500,26-50%,NA,120.734,31.403
Amber Enterprises India Limited ,Dehradun,Uttarakhand,India,501-1000,0-25%,NA,77.847,30.362
Reliance Producers Cooperative (Rosario),Rosario,Cavite,Philippines,1001+,76-100%,NA,120.805,14.452
"Fashion Garments 2 Co., Ltd",Biên Hoà,Đồng Nai,Vietnam,101-500,76-100%,"Better Work, HERhealth",106.892,10.914
Stewarts Manufacturing (Pvt) Ltd,Ragama,Western Province,Sri Lanka,101-500,51-75%,NA,79.895,7.026
"GG Vietnam Co., Ltd.",My Hao,Hưng Yên,Vietnam,501-1000,76-100%,Better Work,106.108,20.926
"Nakagawa Mfg. Vietnam Co., Ltd",Phan Thiết,Bình Thuận,Vietnam,101-500,51-75%,NA,108.206,10.949
Smartserve Houseware Pvt Ltd,Bhiwandi,Maharashtra ,India,0-100,0-25%,NA,73.016,19.261
Presto Products Company,Appleton,Wisconsin,United States,101-500,0-25%,NA,-88.437,44.269
"Dongguan Donnelley Printing Co., Ltd",Dongguan,Guangdong,China,1001+,26-50%,NA,113.747,23.044
"TA-I Technology Co., Ltd. Sec. 3",Taoyuan City,Taoyuan,Taiwan,501-1000,51-75%,NA,121.279,25.066
Linea Aqua (Pvt) Ltd ,Veyangoda,Western Province,Sri Lanka,1001+,51-75%,NA,80.06,7.153
Mesacer Ceramics Lda ,Estarreja,Estarreja,Portugal,101-500,26-50%,NA,-8.568,40.756
"Kunshan Yobot Fitness Co., Ltd.",Kunshan,Jiangsu,China,101-500,26-50%,NA,120.976,31.387
Alok Industries Limited,Vapi,Gujarat,India,501-1000,26-50%,NA,72.917,20.372
Schick Manufacturing Inc. - Milford,Milford,Connecticut,United States,501-1000,51-75%,NA,-73.057,41.222
"Top Royal Flash Vietnam Co., Ltd",Hồ Chí Minh,Hồ Chí Minh City,Vietnam,101-500,76-100%,Better Work,106.614,10.717
"Suzhou Walsin Technology Electronics Co., Ltd.",Suzhou,Jiangsu,China,501-1000,51-75%,NA,120.734,31.403
"Healthcare Co., Ltd.",Rugao,Jiangsu,China,1001+,51-75%,NA,120.564,32.393
"ROHM Electronics Philippines, Inc",Carmona,Cavite,Philippines,1001+,0-25%,NA,121.034,14.3
Panasonic Gobel Energy Indonesia,Bekasi,West Java,Indonesia,1001+,26-50%,NA,107.095,-6.263
Dongguan Prosperity Knitwear & Garment Ltd,Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
"Langham Garment Co., Ltd",An Tịnh,Tây Ninh,Vietnam,1001+,76-100%,"Better Work, HERhealth",106.354,11.036
"Zhejiang Stage Leather Apparel Co., Ltd.",Jinhua,Zhejiang,China,101-500,76-100%,NA,119.649,29.108
Garment 10 Joint-Stock Company,Hà Nội,Hà Nội,Vietnam,501-1000,76-100%,Better Work,105.919,21.031
Intercos Europe Spa – Agrate Brianza Site,Agrate Brianza,Monza and Brianza,Italy,1001+,51-75%,NA,9.351,45.576
National Semiconductor Corporation (Malacca),Malacca Batu,Malacca Batu,Malaysia,1001+,0-25%,NA,102.249,2.254
"Guangzhou Panyu Juda Car Audio Equipment Co., Ltd.",Guangzhou,Guangdong,China,501-1000,51-75%,NA,113.259,23.13
PT. HJ Busana Indah,Sukabumi,West Java,Indonesia,1001+,76-100%,Better Work,106.929,-6.925
"Dalian Iris Wooden Products Co., Ltd.",Dalian,Liaoning,China,101-500,0-25%,NA,121.628,38.918
Zhejiang Teso Hardware Manufacturing Corp.,Quzhou,Zhejiang,China,501-1000,26-50%,NA,118.854,28.974
Huizhou Modern Battery Limited,Huizhou,Guangdong,China,101-500,51-75%,NA,114.414,23.106
